,RDP_10398,RDP_5224,RDP_1017,RDP_92,RDP_12
CC11CM66SCR6a2ce9be8f164c02a1c379d976109cab_From_ARFY01000017_91797_93304_description_ARFY01000017_91797_93304_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_onderdonkii_WAL_8169_DSM_19147_organism_Alistipes_onderdonkii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_1203611,3.0,3.0,9.0,7.0,1.0
CC11CM74SCR4ce53690201c4638b5b8efbe6f22d57a_From_NR042745_1_description_Bacteroides_massiliensis_strain_B84634_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_massiliensis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_204516,3.0,1.0,1.0,6.0,1.0
CC11CM17SCRbda16e6cefdb49d1a137eef6412448b0_From_NR113360_1_description_Clostridium_cellobioparum_strain_JCM_1422_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_cellobioparum_DSM_1351_ATCC_15832_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_ncbitaxid_1121303,1.0,3.0,1.0,5.0,11.0
CC11CM74SCR1a300664faea4d429c32b6c541c9dfbe_From_AB572597_1_1490_description_AB572597_1_1490_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_sartorii_organism_Bacteroides_sartorii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_671267,2.0,2.0,1.0,6.0,1.0
CC11CM40SCR71797bb342f342c1be4e6de0db399ddf_From_CP007619_2713921_2715463_description_CP007619_2713921_2715463_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_dorei_organism_Bacteroides_dorei_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_357276,3.0,3.0,1.0,7.0,1.0
CC11CM25SCR13cf325091ed448984626c0745042fd5_From_NR025670_1_description_Pseudoflavonifractor_capillosus_strain_ATCC_29799_16S_ribosomal_RNA_gene_partial_sequence_organism_Pseudoflavonifractor_capillosus_ATCC_29799_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Pseudoflavonifractor_ncbitaxid_411467,1.0,1.0,1.0,3.0,11.0
CC11CM83SCRccd3fc085db84e72a0f67ce84e7b18c0_From_AB793710_1_1451_description_AB793710_1_1451_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerobacterium_Anaerobacterium_chartisolvens_organism_Anaerobacterium_chartisolvens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerobacterium_ncbitaxid_1297424,1.0,1.0,3.0,5.0,11.0
CC11CM87SCR0b2b2f0f8be6446bac107cee65045e81_From_NR102893_1_description_Butyrivibrio_proteoclasticus_strain_B316_16S_ribosomal_RNA_gene_complete_sequence_organism_Butyrivibrio_proteoclasticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_ncbitaxid_43305,1.0,1.0,3.0,1.0,11.0
CC11CM88SCR2f13cdc399694b4ca89dbf2a088bd732_From_AB698912_1_1514_description_AB698912_1_1514_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_Fusicatenibacter_saccharivorans_organism_Fusicatenibacter_saccharivorans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_ncbitaxid_1150298,12.0,20.0,8.0,1.0,11.0
CC11CM36SCR46c06611d099473a9d2ca5d3b9907834_From_CP001071_1459761_1461265_description_CP001071_1459761_1461265_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia_muciniphila_ATCC_BAA_835_organism_Akkermansia_muciniphila_taxonomy_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_ncbitaxid_239934,1.0,1.0,7.0,20.0,15.0
CC11CM44SCR3d9cbb56f540472281659bbe47fcc853_From_AB036761_1_1431_description_AB036761_1_1431_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_Pseudoramibacter_alactolyticus_organism_Pseudoramibacter_alactolyticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_ncbitaxid_113287,1.0,1.0,20.0,13.0,12.0
CC11CM37SCR48d2ed65afbc4ee5b74f43a7167842c0_From_NR113152_1_description_Alistipes_putredinis_strain_JCM_16772_16S_ribosomal_RNA_gene_partial_sequence_organism_Alistipes_putredinis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_28117,5.0,3.0,11.0,7.0,1.0
CC11CM97SCRb5ef2f6fe4be4d2394430671067e7c01_From_JHXW01000023_46_1540_description_JHXW01000023_46_1540_Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium_perfoetens_ATCC_29250_organism_Fusobacterium_perfoetens_taxonomy_Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_ncbitaxid_1408439,5.0,7.0,1.0,20.0,16.0
CC11CM82SCR28599208c5064ccc91ce7ee5f2b8de40_From_JF313107_1_1388_description_JF313107_1_1388_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_Atopobium_minutum_organism_Atopobium_minutum_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_ncbitaxid_1381,1.0,1.0,1.0,1.0,3.0
CC11CM63SCR24183db46ade4182bc4017198cd55d96_From_AEDQ01000024_3303_4769_description_AEDQ01000024_3303_4769_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_Atopobium_vaginae_PB189_T1_4_organism_Atopobium_vaginae_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_ncbitaxid_1380,7.0,3.0,3.0,1.0,12.0
CC11CM39SCR25286dc554284bc1a23a7b90cb909df5_From_AB370975_1_1275_description_AB370975_1_1275_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_seminale_organism_Streptococcus_seminale_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_488175,6.0,2.0,1.0,3.0,2.0
CC11CM13SCRaa743efb370e410ca9512f99a406f668_From_KF374935_1_1409_description_KF374935_1_1409_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_wexlerae_organism_Blautia_wexlerae_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_418240,4.0,8.0,5.0,1.0,9.0
CC11CM47SCR3469bad7c189488a84b949f831cbc5d5_From_NR113323_1_description_Clostridium_bifermentans_strain_JCM_1386_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_bifermentans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1490,5.0,3.0,11.0,10.0,5.0
CC11CM78SCRa3480b94ae494d8ab9df620f153b492b_From_AB547649_1_1485_description_AB547649_1_1485_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_Odoribacter_splanchnicus_organism_Odoribacter_splanchnicus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_ncbitaxid_28118,1.0,3.0,9.0,7.0,1.0
CC11CM70SCRbe96c4020dce4f8c92103351319fa19c_From_NR041278_1_description_Bacteroides_coprocola_strain_M16_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_coprocola_DSM_17136_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_470145,1.0,6.0,8.0,6.0,1.0
CC11CM9SCRe5a554ab275c466ba37ad130e8ad8a38_From_EF028679_1_1367_description_EF028679_1_1367_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_Acidaminococcus_intestini_organism_Acidaminococcus_intestini_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_ncbitaxid_187327,1.0,1.0,6.0,17.0,6.0
CC11CM3SCR6168d5abdf144e5dae96d6d11eb2362b_From_NR028961_1_description_Faecalibacterium_prausnitzii_strain_ATCC_27768_16S_ribosomal_RNA_gene_partial_sequence_organism_Faecalibacterium_prausnitzii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_ncbitaxid_853,1.0,1.0,1.0,1.0,17.0
CC11CM10SCRf4f58e78192743dfa3ae47990e1f2b3c_From_HQ457029_1_1406_description_HQ457029_1_1406_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium_prausnitzii_organism_Faecalibacterium_prausnitzii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_ncbitaxid_853,1.0,1.0,1.0,1.0,5.0
CC11CM25SCRf1dd5bbb487a45d0879683310e588eda_From_AAXA02000015_452491_454009_description_AAXA02000015_452491_454009_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea_formicigenerans_ATCC_27755_organism_Dorea_formicigenerans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_411461,19.0,3.0,7.0,1.0,11.0
CC11CM82SCR1c30fd445b2a41dc9713969780e19b5c_From_AB443948_1_1484_description_AB443948_1_1484_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Butyricimonas_Butyricimonas_synergistica_organism_Butyricimonas_synergistica_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Butyricimonas_ncbitaxid_544644,1.0,2.0,20.0,11.0,1.0
CC11CM98SCR2b46ea40f3f54d1eb519b59dcc9288e9_From_JGYQ01000004_374_1866_description_JGYQ01000004_374_1866_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_boum_organism_Bifidobacterium_boum_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_78343,20.0,20.0,4.0,10.0,3.0
CC11CM38SCRee0b744e7a5348a5b2857a9f343c03d9_From_NR112044_1_description_Atopobium_fossor_strain_JCM_9981_16S_ribosomal_RNA_gene_complete_sequence_organism_Atopobium_fossor_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Atopobiaceae_Atopobium_ncbitaxid_39487,1.0,1.0,1.0,1.0,3.0
CC11CM78SCRe32e9c03448a403a9990c64e9bb03c8b_From_NR024684_1_description_Eubacterium_nitritogenes_strain_JCM_6485_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_nitritogenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_83340,5.0,5.0,1.0,7.0,6.0
CC11CM24SCR435c2363622c4cce9ca483d56d65313e_From_GU361830_1_1477_description_GU361830_1_1477_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_pullorum_organism_Bifidobacterium_pullorum_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_78448,20.0,19.0,4.0,9.0,3.0
CC11CM76SCR0917005448134d37840480bc827ca7da_From_AB572588_1_1541_description_AB572588_1_1541_Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillus_ozensis_organism_Lactobacillus_ozensis_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_ncbitaxid_866801,3.0,20.0,10.0,1.0,1.0
CC11CM87SCRe7a262d01ad74ed4be6480a1131c4c48_From_AY879308_1_1519_description_AY879308_1_1519_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophia_defectiva_organism_Abiotrophia_defectiva_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_ncbitaxid_46125,20.0,20.0,18.0,3.0,1.0
CC11CM42SCR4ecb1d98bde0419c852c05273fb237b3_From_NR025514_1_description_Megamonas_hypermegale_strain_DSM_1672_16S_ribosomal_RNA_gene_partial_sequence_organism_Megamonas_hypermegale_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas_ncbitaxid_158847,1.0,1.0,3.0,16.0,13.0
CC11CM95SCRb4c46bac6e7b4100b831c7a03240c442_From_FN643224_1_1380_description_FN643224_1_1380_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_porcorum_organism_Streptococcus_porcorum_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_701526,5.0,6.0,1.0,3.0,4.0
CC11CM46SCR4793713bbc584f739a30502c9f97e4d9_From_GM884221_1_1505_description_GM884221_1_1505_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_Odoribacter_denticanis_organism_Odoribacter_denticanis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_ncbitaxid_283169,1.0,1.0,5.0,5.0,1.0
CC11CM7SCRa14167ce47c04bc6bb83337f605f59a9_From_JPJD01000056_3683_5194_description_JPJD01000056_3683_5194_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Intestinimonas_Intestinimonas_butyriciproducens_organism_Intestinimonas_butyriciproducens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Intestinimonas_ncbitaxid_1297617,1.0,3.0,3.0,3.0,13.0
CC11CM53SCRf04613957f3949e7ac53a19795a21b7c_From_AB547650_1_1476_description_AB547650_1_1476_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_Parabacteroides_goldsteinii_organism_Parabacteroides_goldsteinii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_ncbitaxid_328812,4.0,3.0,3.0,1.0,1.0
CC11CM76SCR42cebec118394a68b69587bab5962022_From_NR121725_1_description_Eubacterium_acidaminophilum_strain_a1_2_16S_ribosomal_RNA_gene_complete_sequence_organism_Eubacterium_acidaminophilum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_1731,11.0,14.0,5.0,12.0,11.0
CC11CM20SCR2ac758a4a88a4fdc87b126c62e8cafd6_From_NR113140_1_description_Clostridium_sordellii_strain_JCM_3814_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_sordellii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1505,1.0,7.0,10.0,10.0,9.0
CC11CM34SCRae04270a468a4443956740e48b556c76_From_NR118316_1_description_Coprobacter_fastidiosus_strain_NSB1_16S_ribosomal_RNA_gene_partial_sequence_organism_Coprobacter_fastidiosus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_ncbitaxid_1099853,1.0,7.0,5.0,5.0,1.0
CC11CM74SCR9b2f8a9597c241b59c091a640b335926_From_NR114080_1_description_Escherichia_vulneris_strain_NBRC_102420_16S_ribosomal_RNA_gene_partial_sequence_organism_Escherichia_vulneris_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_566,20.0,20.0,20.0,1.0,5.0
CC11CM94SCR6c9b0812b4a14881835941b15ece02ae_From_ADMC01000038_27513_29026_description_ADMC01000038_27513_29026_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_Odoribacter_laneus_YIT_12061_organism_Odoribacter_laneus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_ncbitaxid_742817,3.0,3.0,7.0,9.0,1.0
CC11CM46SCR86c0efb7f4c84ce09c5a12a93e75d3d2_From_DQ100445_1_1484_description_DQ100445_1_1484_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_Clostridium_saccharogumia_organism_Erysipelatoclostridium_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_ncbitaxid_1505663,3.0,1.0,3.0,13.0,3.0
CC11CM55SCR46d1a48cd67945f7a4489f3523fd12ea_From_NR074613_1_description_Eubacterium_eligens_strain_ATCC_27750_16S_ribosomal_RNA_gene_complete_sequence_organism_Eubacterium_eligens_ATCC_27750_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_515620,6.0,7.0,3.0,3.0,11.0
CC11CM41SCR2b2e517ac811417bbc3e7c5626d22780_From_EU887841_1_1494_description_EU887841_1_1494_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_nordii_organism_Bacteroides_nordii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_291645,20.0,12.0,4.0,5.0,1.0
CC11CM3SCR653b003fa3bb4565a716e57f08f38c47_From_AJ132842_30_1345_description_AJ132842_30_1345_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea_longicatena_organism_Dorea_longicatena_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_88431,1.0,1.0,1.0,1.0,11.0
CC11CM48SCRb060056fcafa4ffe8f54144dd967969d_From_NR025230_1_description_Megasphaera_micronuciformis_strain_AIP_412_00_16S_ribosomal_RNA_gene_partial_sequence_organism_Megasphaera_micronuciformis_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_ncbitaxid_187326,3.0,3.0,3.0,15.0,7.0
CC11CM30SCR1f99d040c40647feb46e997af427217e_From_AB036760_1_1411_description_AB036760_1_1411_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_Pseudoramibacter_alactolyticus_organism_Pseudoramibacter_alactolyticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_ncbitaxid_113287,1.0,1.0,20.0,13.0,12.0
CC11CM39SCR3f8e15d8ef0346eeb236f6e1240025e6_From_AFUV01000022_2074_3614_description_AFUV01000022_2074_3614_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_Haemophilus_pittmaniae_HK_85_organism_Haemophilus_pittmaniae_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_ncbitaxid_1035188,12.0,13.0,3.0,6.0,2.0
CC11CM59SCR89864c2e806c4034976d05dd9fdb1b85_From_JGDQ01000021_84_1598_description_JGDQ01000021_84_1598_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_fragilis_str_3725_D9_v_organism_Bacteroides_fragilis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_816,3.0,9.0,1.0,3.0,1.0
CC11CM88SCRa5847a51ba9a48918f52f71bb29c6bfa_From_AGEL01000006_617172_618690_description_AGEL01000006_617172_618690_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_Stomatobaculum_longum_organism_Stomatobaculum_longum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_ncbitaxid_796942,7.0,7.0,2.0,1.0,11.0
CC11CM69SCRf090754e93d6448aa4c14b948f939e1a_From_AJ514258_1_1479_description_AJ514258_1_1479_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_coprosuis_organism_Bacteroides_coprosuis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_151276,1.0,1.0,1.0,1.0,1.0
CC11CM85SCRb527b3fca8654eb5ba337f4b8cc514fc_From_L09175_1_1517_description_L09175_1_1517_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Clostridium_sporogenes_organism_Clostridium_sporogenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_ncbitaxid_1509,3.0,1.0,3.0,9.0,7.0
CC11CM81SCR4166b6b7c2ae4751b84bff65c1efd314_From_NR113328_1_description_Parasutterella_secunda_strain_JCM_16078_16S_ribosomal_RNA_gene_partial_sequence_organism_Parasutterella_secunda_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella_ncbitaxid_626947,2.0,14.0,6.0,3.0,1.0
CC11CM8SCR904dd92550514d7f8a84f1df23d770e1_From_NR104735_1_description_Butyrivibrio_crossotus_strain_DSM_2876_16S_ribosomal_RNA_gene_partial_sequence_organism_Butyrivibrio_crossotus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_ncbitaxid_45851,1.0,1.0,5.0,1.0,11.0
CC11CM47SCR9d80b491892245a1a7593ec43febc706_From_NR113408_1_description_Clostridium_propionicum_strain_JCM_1430_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_propionicum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_ncbitaxid_28446,8.0,3.0,3.0,4.0,11.0
CC11CM1SCR3084c003a338488db77fae71fb7fca4b_From_AB661433_1_1495_description_AB661433_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_faecis_organism_Roseburia_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_301302,5.0,5.0,10.0,1.0,9.0
CC11CM89SCR9047824498f74fb5aeadecf36af1b11e_From_NR113077_1_description_Paraprevotella_clara_strain_JCM_14859_16S_ribosomal_RNA_gene_partial_sequence_organism_Paraprevotella_clara_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_ncbitaxid_454154,1.0,1.0,6.0,3.0,1.0
CC11CM22SCR9a598749093548f690b6436f6d39761a_From_AY549431_1_1496_description_AY549431_1_1496_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_denticanum_organism_Bacteroides_denticanum_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_266833,1.0,1.0,4.0,3.0,1.0
CC11CM50SCR01ae7dd4146a489d95d7b0586811a013_From_ACOP02000011_248_1746_description_ACOP02000011_248_1746_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium_prausnitzii_A2_165_organism_Faecalibacterium_prausnitzii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_ncbitaxid_216851,1.0,1.0,1.0,1.0,5.0
CC11CM90SCRef9bbaba2cbc437ab4d2ba01c7b3c26e_From_DQ223730_1_1553_description_DQ223730_1_1553_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_Megasphaera_paucivorans_organism_Megasphaera_paucivorans_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_ncbitaxid_349095,3.0,1.0,3.0,17.0,8.0
CC11CM20SCRc92bc6dccd7d428785acca98c38e1203_From_CP002530_2619825_2621344_description_CP002530_2619825_2621344_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_salanitronis_DSM_18170_organism_Bacteroides_salanitronis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_667015,1.0,1.0,8.0,7.0,1.0
CC11CM34SCRd2ab0856ca694a32ae12bc0f81226242_From_NR043550_1_description_Clostridium_saccharogumia_strain_SDG_Mt85_3Db_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_saccharogumia_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_ncbitaxid_341225,3.0,1.0,3.0,13.0,3.0
CC11CM74SCRa213032683924b65901c0564e4df0034_From_AB698912_1_1514_description_AB698912_1_1514_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_Fusicatenibacter_saccharivorans_organism_Fusicatenibacter_saccharivorans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_ncbitaxid_1150298,12.0,20.0,8.0,1.0,11.0
CC11CM0SCRda69a360140c4f6da522f9245a9f5db3_From_AFBM01000011_260_1774_description_AFBM01000011_260_1774_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_clarus_YIT_12056_organism_Bacteroides_clarus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_762984,1.0,3.0,3.0,3.0,1.0
CC11CM72SCR3d6233af9f3d462cbd0cc24b0fd6ef52_From_JGCM01000160_36_1550_description_JGCM01000160_36_1550_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_fragilis_str_1007_1_F_#8_organism_Bacteroides_fragilis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_816,3.0,9.0,1.0,3.0,1.0
